TEM_type,Tchm0,Tccm0,N0,I0,eta0,aTEM,aTE,Ncoup,hTEM,mTEM,prop,fin_type,hhm,deltahm,shaghm,dekvhm,ledhm,lbdNTEG,roNTEG,lbdOTEG,roOTEG,Lpolez,nTEMrowmax,rowmax,wbefdif,Thm0,Thmpr,wcment,Tcm0,Tcmpr,rtchmmax,rtcwmax,d,Ne,alphaGD,gDT,Pus_full
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,"Рп-31-2,5-25",0.0311,0.0006,0.005,0.00772,0.025,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,33.90797214065418,565.3966830535013,460.3210907407528,1.0513344443083492,327.9839883586809,346.92558291317755,3219.111536760924,54119.76441009331,0.0164419244492248,3651.387466835397,1.8151411373931483,0.21964819337596,23443.970372079162
